sequenceID	m49_country.display_name	gb_length	non_n_length	gb_genotype	recogniser_genotypes	reverse_complement	rotation
KU575949	China	874	874	-	C	FALSE	0
KU575950	China	852	852	-	C	FALSE	0
KU575951	China	859	859	-	C	FALSE	0
KU575952	China	875	875	-	C	FALSE	0
KU575953	China	875	875	-	C	FALSE	0
KU575954	China	875	875	-	C	FALSE	0
KU575955	China	875	875	-	C	FALSE	0
KU575956	China	875	875	-	C	FALSE	0
KU575957	China	261	261	-	C	FALSE	0
KU575958	China	432	432	-	C	FALSE	0
KU575959	China	847	847	-	B	FALSE	0
KU575960	China	852	852	-	B	FALSE	0
KU575961	China	875	875	-	C	FALSE	0
KU575962	China	433	433	-	C	FALSE	0
KU575963	China	859	859	-	C	FALSE	0
KU575964	China	548	548	-	C	FALSE	0
KU575965	China	858	858	-	C	FALSE	0
KU575966	China	875	875	-	C/B	FALSE	0
KU575967	China	875	875	-	C	FALSE	0
KU575968	China	875	875	-	C	FALSE	0
KU575969	China	875	875	-	C	FALSE	0
KU575970	China	875	875	-	C	FALSE	0
KU575971	China	875	875	-	B/C	FALSE	0
KU575972	China	875	875	-	C	FALSE	0
KU575973	China	875	875	-	B	FALSE	0
KU575974	China	875	875	-	B	FALSE	0
KU575975	China	875	875	-	B	FALSE	0
KU575976	China	875	875	-	B	FALSE	0
KU575977	China	875	875	-	C/B	FALSE	0
KU575978	China	875	875	-	B	FALSE	0
KU575979	China	875	875	-	B	FALSE	0
KU575980	China	875	875	-	B	FALSE	0
KU575981	China	875	875	-	B	FALSE	0
KU575982	China	875	875	-	B	FALSE	0
KU575983	China	875	875	-	B	FALSE	0
KU575984	China	875	875	-	B	FALSE	0
KU575985	China	788	788	-	C	FALSE	0
KU575986	China	788	788	-	C	FALSE	0
KU575987	China	788	788	-	C	FALSE	0
KU575988	China	788	788	-	C	FALSE	0
KU575989	China	788	788	-	C	FALSE	0
KU575990	China	788	788	-	C	FALSE	0
KU575991	China	788	788	-	C	FALSE	0
KU575992	China	788	788	-	C	FALSE	0
KU575993	China	788	788	-	C	FALSE	0
KU575994	China	787	787	-	C	FALSE	0
KU575995	China	788	788	-	C	FALSE	0
KU575996	China	788	788	-	C	FALSE	0
KU575997	China	788	788	-	C	FALSE	0
KU575998	China	788	788	-	C	FALSE	0
KU575999	China	788	788	-	C	FALSE	0
KU576000	China	788	788	-	C	FALSE	0
KU576001	China	788	788	-	C	FALSE	0
KU576002	China	788	788	-	C	FALSE	0
KU576003	China	788	788	-	C	FALSE	0
KU576004	China	788	788	-	C	FALSE	0
KU576005	China	788	788	-	C	FALSE	0
KU576006	China	788	788	-	C	FALSE	0
KU576007	China	788	788	-	C	FALSE	0
KU576008	China	788	788	-	C	FALSE	0
KU576009	China	788	788	-	C	FALSE	0
KU576010	China	716	716	-	C	FALSE	0
KU576011	China	875	875	-	C	FALSE	0
KU576012	China	874	874	-	C	FALSE	0
KU576013	China	875	875	-	C	FALSE	0
KU576014	China	851	851	-	C	FALSE	0
KU576015	China	875	875	-	C	FALSE	0
KU576016	China	875	875	-	C	FALSE	0
KU576017	China	875	875	-	C	FALSE	0
KU576018	China	875	875	-	C	FALSE	0
KU576019	China	747	747	-	C	FALSE	0
KU576020	China	875	875	-	C	FALSE	0
KU576021	China	874	874	-	C	FALSE	0
KU576022	China	875	875	-	C/B	FALSE	0
KU576023	China	788	788	-	C	FALSE	0
KU576024	China	875	875	-	C	FALSE	0
KU576025	China	788	788	-	C	FALSE	0
KU576026	China	875	875	-	B	FALSE	0
KU576027	China	788	788	-	C	FALSE	0
KU576028	China	875	875	-	C	FALSE	0
KU576029	China	875	875	-	C	FALSE	0
KU576030	China	867	867	-	C	FALSE	0
KU576031	China	875	875	-	C	FALSE	0
KU576032	China	875	875	-	C	FALSE	0
KU576033	China	875	875	-	C	FALSE	0
KU576034	China	875	875	-	C	FALSE	0
KU576035	China	875	875	-	C	FALSE	0
KU576036	China	875	875	-	C	FALSE	0
KU576037	China	872	872	-	B	FALSE	0
KU576038	China	875	875	-	B	FALSE	0
KU576039	China	875	875	-	B	FALSE	0
KU576040	China	875	875	-	B	FALSE	0
KU576041	China	875	875	-	B	FALSE	0
KU576042	China	875	875	-	B	FALSE	0
KU576043	China	875	875	-	B	FALSE	0
KU576044	China	875	875	-	B	FALSE	0
KU576045	China	875	875	-	B	FALSE	0
KU576046	China	875	875	-	B	FALSE	0
KU576047	China	886	886	-	B	FALSE	0
KU576048	China	664	664	-	B/C	FALSE	0
KU576049	China	664	664	-	B	FALSE	0
KU576050	China	886	886	-	B	FALSE	0
KU576051	China	875	875	-	B	FALSE	0
KU576052	China	846	846	-	B	FALSE	0
KU576053	China	875	875	-	B	FALSE	0
KU576054	China	875	875	-	B	FALSE	0
KU576055	China	882	882	-	B	FALSE	0
KU576056	China	875	875	-	C	FALSE	0
KU576057	China	875	875	-	C	FALSE	0
KU576058	China	489	489	-	C	FALSE	0
KU576059	China	875	875	-	C	FALSE	0
KU576060	China	875	875	-	C	FALSE	0
KU576061	China	874	874	-	C	FALSE	0
KU576062	China	875	875	-	C	FALSE	0
KU576063	China	875	875	-	C	FALSE	0
KU576064	China	875	875	-	C	FALSE	0
KU576065	China	875	875	-	C	FALSE	0
KU576066	China	875	875	-	C	FALSE	0
KU576067	China	787	787	-	C	FALSE	0
KU576068	China	785	785	-	C	FALSE	0
KU576069	China	875	875	-	C	FALSE	0
KU576070	China	875	875	-	C	FALSE	0
KU576071	China	875	875	-	C	FALSE	0
KU576072	China	788	788	-	C	FALSE	0
KU576073	China	788	788	-	C	FALSE	0
KU576074	China	786	786	-	C	FALSE	0
KU576075	China	787	787	-	C	FALSE	0
KU576076	China	874	874	-	C	FALSE	0
KU576077	China	875	875	-	C	FALSE	0
KU576078	China	875	875	-	C	FALSE	0
KU576079	China	875	875	-	C	FALSE	0
KU576080	China	875	875	-	C	FALSE	0
KU576081	China	875	875	-	C	FALSE	0
KU576082	China	840	840	-	C	FALSE	0
KU576083	China	875	875	-	C	FALSE	0
KU576084	China	859	859	-	C	FALSE	0
KU576085	China	875	875	-	C	FALSE	0
KU576086	China	875	875	-	C	FALSE	0
KU576087	China	875	875	-	C	FALSE	0
KU576088	China	875	875	-	C	FALSE	0
KU576089	China	315	315	-	C	FALSE	0
KU576090	China	875	875	-	C	FALSE	0
KU576091	China	253	253	-	C	FALSE	0
KU576092	China	828	828	-	C	FALSE	0
KU576093	China	362	362	-	C	FALSE	0
KU576094	China	362	362	-	C	FALSE	0
KU576095	China	362	362	-	C	FALSE	0
KU576096	China	875	875	-	C	FALSE	0
KU576097	China	362	362	-	C	FALSE	0
KU576098	China	362	362	-	C	FALSE	0
KU576099	China	362	362	-	C/I	FALSE	0
KU576100	China	875	875	-	C	FALSE	0
KU576101	China	875	875	-	C/B	FALSE	0
KU576102	China	866	866	-	C	FALSE	0
KU576103	China	866	866	-	C	FALSE	0
KU576104	China	874	874	-	B	FALSE	0
KU576105	China	842	842	-	B	FALSE	0
KU576106	China	875	875	-	B	FALSE	0
KU576107	China	875	875	-	B	FALSE	0
KU576108	China	875	875	-	B	FALSE	0
KU576109	China	875	875	-	B	FALSE	0
KU576110	China	600	600	-	B	FALSE	0
KU576111	China	875	875	-	B	FALSE	0
KU576112	China	875	875	-	B	FALSE	0
KU576113	China	875	875	-	B	FALSE	0
KU576114	China	875	875	-	B	FALSE	0
KU576115	China	875	875	-	C	FALSE	0
KU576116	China	875	875	-	C	FALSE	0
KU576117	China	875	875	-	C	FALSE	0
KU576118	China	875	875	-	C	FALSE	0
KU576119	China	875	875	-	C	FALSE	0
KU576120	China	875	875	-	C	FALSE	0
KU576121	China	875	875	-	C	FALSE	0
KU576122	China	875	875	-	C	FALSE	0
KU576123	China	875	875	-	C	FALSE	0
KU576124	China	875	875	-	C	FALSE	0
KU576125	China	875	875	-	B	FALSE	0
KU576126	China	875	875	-	B	FALSE	0
KU576127	China	875	875	-	B	FALSE	0
KU576128	China	874	874	-	B	FALSE	0
KU576129	China	874	874	-	B	FALSE	0
KU576130	China	875	875	-	B	FALSE	0
KU576131	China	875	875	-	B	FALSE	0
KU576132	China	875	875	-	C	FALSE	0
KU576133	China	875	875	-	C	FALSE	0
KU576134	China	875	875	-	C	FALSE	0
KU576135	China	875	875	-	C	FALSE	0
KU576136	China	875	875	-	C	FALSE	0
KU576137	China	875	875	-	C	FALSE	0
KU576138	China	875	875	-	C	FALSE	0
KU576139	China	875	875	-	C	FALSE	0
KU576140	China	875	875	-	C	FALSE	0
KU576141	China	874	874	-	C	FALSE	0
KU576142	China	875	875	-	C	FALSE	0
KU576143	China	875	875	-	C	FALSE	0
KU576144	China	875	875	-	C	FALSE	0
KU576145	China	875	875	-	B/C	FALSE	0
KU576146	China	875	875	-	B	FALSE	0
KU576147	China	773	773	-	B/C	FALSE	0
KU576148	China	875	875	-	B	FALSE	0
KU576149	China	875	875	-	C	FALSE	0
KU576150	China	875	875	-	C	FALSE	0
KU576151	China	875	875	-	C	FALSE	0
KU576152	China	875	875	-	C	FALSE	0
KU576153	China	875	875	-	C	FALSE	0
KU576154	China	875	875	-	C	FALSE	0
KU576155	China	875	875	-	C	FALSE	0
KU576156	China	875	875	-	C	FALSE	0
KU576157	China	875	875	-	C	FALSE	0
KU576158	China	875	875	-	C	FALSE	0
KU576159	China	875	875	-	C	FALSE	0
KU576160	China	871	871	-	C	FALSE	0
KU576161	China	871	871	-	C	FALSE	0
KU576162	China	871	871	-	C	FALSE	0
KU576163	China	871	871	-	C	FALSE	0
KU576164	China	874	874	-	C	FALSE	0
KU576165	China	875	875	-	B	FALSE	0
KU576166	China	871	871	-	B	FALSE	0
KU576167	China	871	871	-	B	FALSE	0
KU576168	China	871	871	-	B	FALSE	0
KU576169	China	871	871	-	B	FALSE	0
KU576170	China	871	871	-	B	FALSE	0
KU576171	China	856	856	-	B	FALSE	0
KU576172	China	874	874	-	B	FALSE	0
KU576173	China	875	875	-	B	FALSE	0
KU576174	China	871	871	-	B	FALSE	0
KU576175	China	871	871	-	B	FALSE	0
KU576176	China	736	736	-	B	FALSE	0
KU576177	China	736	736	-	B	FALSE	0
KU576178	China	736	736	-	B	FALSE	0
KU576179	China	460	460	-	B	FALSE	0
KU576180	China	875	875	-	B	FALSE	0
KU576181	China	460	460	-	B	FALSE	0
KU576182	China	380	380	-	B/C	FALSE	0
KU576183	China	736	736	-	B	FALSE	0
KU576184	China	736	736	-	B	FALSE	0
KU576185	China	875	875	-	B	FALSE	0
KU576186	China	875	875	-	B	FALSE	0
KU576187	China	736	736	-	B	FALSE	0
KU576188	China	875	875	-	C	FALSE	0
KU576189	China	875	875	-	C	FALSE	0
KU576190	China	875	875	-	C	FALSE	0
KU576191	China	875	875	-	C	FALSE	0
KU576192	China	875	875	-	C	FALSE	0
KU576193	China	875	875	-	C	FALSE	0
KU576194	China	875	875	-	C	FALSE	0
KU576195	China	1116	1116	-	C	FALSE	0
KU576196	China	875	875	-	C	FALSE	0
KU576197	China	875	875	-	C	FALSE	0
KU576198	China	875	875	-	C	FALSE	0
KU576199	China	875	875	-	C	FALSE	0
KU576200	China	875	875	-	C	FALSE	0
KU576201	China	875	875	-	C	FALSE	0
KU576202	China	875	875	-	C	FALSE	0
KU576203	China	875	875	-	C	FALSE	0
KU576204	China	875	875	-	C	FALSE	0
KU576205	China	875	875	-	C	FALSE	0
KU576206	China	874	874	-	C	FALSE	0
KU576207	China	875	875	-	C	FALSE	0
KU576208	China	875	875	-	C	FALSE	0
KU576209	China	875	875	-	C	FALSE	0
KU576210	China	875	875	-	C	FALSE	0
KU576211	China	875	875	-	C	FALSE	0
KU576212	China	875	875	-	C	FALSE	0
KU576213	China	875	875	-	C	FALSE	0
KU576214	China	615	615	-	C	FALSE	0
KU576215	China	875	875	-	C	FALSE	0
KU576216	China	875	875	-	C	FALSE	0
KU576217	China	875	875	-	C	FALSE	0
KU576218	China	443	443	-	C/I/B	FALSE	0
KU576219	China	875	875	-	C	FALSE	0
KU576220	China	875	875	-	C	FALSE	0
KU576221	China	875	875	-	C	FALSE	0
KU576222	China	875	875	-	C	FALSE	0
KU576223	China	875	875	-	C	FALSE	0
KU576224	China	875	875	-	C	FALSE	0
KU576225	China	875	875	-	C	FALSE	0
KU576226	China	875	875	-	C	FALSE	0
KU576227	China	820	820	-	C	FALSE	0
KU576228	China	875	875	-	C	FALSE	0
KU576229	China	875	875	-	C	FALSE	0
KU576230	China	749	749	-	B	FALSE	0
KU576231	China	749	749	-	B	FALSE	0
KU576232	China	749	749	-	B	FALSE	0
KU576233	China	749	749	-	B	FALSE	0
KU576234	China	688	688	-	B	FALSE	0
KU576235	China	749	749	-	B	FALSE	0
KU576236	China	749	749	-	B	FALSE	0
KU576237	China	875	875	-	B	FALSE	0
KU576238	China	689	689	-	B	FALSE	0
KU576239	China	818	818	-	B/C	FALSE	0
KU576240	China	875	875	-	B	FALSE	0
KU576241	China	759	759	-	C	FALSE	0
KU576242	China	759	759	-	C	FALSE	0
KU576243	China	759	759	-	C	FALSE	0
KU576244	China	759	759	-	C	FALSE	0
KU576245	China	759	759	-	C	FALSE	0
KU576246	China	759	759	-	C	FALSE	0
KU576247	China	759	759	-	C	FALSE	0
KU576248	China	759	759	-	C	FALSE	0
KU576249	China	519	519	-	C	FALSE	0
KU576250	China	770	770	-	C	FALSE	0
KU576251	China	875	875	-	C	FALSE	0
KU576252	China	781	781	-	C	FALSE	0
KU576253	China	781	781	-	C	FALSE	0
KU576254	China	875	875	-	C	FALSE	0
KU576255	China	875	875	-	C	FALSE	0
KU576256	China	715	715	-	C/I/A	FALSE	0
KU576257	China	716	716	-	C	FALSE	0
KU576258	China	752	752	-	C	FALSE	0
KU576260	China	759	759	-	C	FALSE	0
KU576261	China	759	759	-	C	FALSE	0
KU576262	China	491	491	-	C	FALSE	0
KU576263	China	704	704	-	C	FALSE	0
KU576264	China	788	788	-	C	FALSE	0
KU576265	China	698	698	-	C	FALSE	0
KU576266	China	716	716	-	C	FALSE	0
KU576267	China	875	875	-	C	FALSE	0
KU576268	China	875	875	-	C	FALSE	0
KU576269	China	875	875	-	C	FALSE	0
KU576270	China	817	817	-	C	FALSE	0
KU576271	China	875	875	-	C	FALSE	0
KU576272	China	875	875	-	C	FALSE	0
KU576273	China	875	875	-	C	FALSE	0
KU576274	China	875	875	-	C	FALSE	0
KU576275	China	875	875	-	C	FALSE	0
KU576276	China	875	875	-	C	FALSE	0
KU576277	China	875	875	-	C	FALSE	0
KU576278	China	875	875	-	C	FALSE	0
KU576279	China	875	875	-	C	FALSE	0
KU576280	China	875	875	-	C	FALSE	0
KU576281	China	865	865	-	C	FALSE	0
KU576282	China	865	865	-	C	FALSE	0
KU576283	China	875	875	-	C	FALSE	0
KU576284	China	875	875	-	C	FALSE	0
KU576285	China	875	875	-	C	FALSE	0
KU576286	China	825	825	-	C	FALSE	0
KU576287	China	875	875	-	C	FALSE	0
KU576288	China	875	875	-	B	FALSE	0
KU576289	China	875	875	-	C	FALSE	0
KU576290	China	875	875	-	C	FALSE	0
KU576291	China	875	875	-	C	FALSE	0
KU576292	China	875	875	-	C	FALSE	0
KU576293	China	875	875	-	B	FALSE	0
KU576294	China	759	759	-	C	FALSE	0
KU576295	China	875	875	-	B	FALSE	0
KU576296	China	759	759	-	C	FALSE	0
KU576297	China	875	875	-	B	FALSE	0
KU576298	China	759	759	-	C	FALSE	0
KU576299	China	875	875	-	B	FALSE	0
KU576300	China	875	875	-	B	FALSE	0
KU576301	China	875	875	-	B	FALSE	0
KU576302	China	874	874	-	B	FALSE	0
KU576303	China	875	875	-	B	FALSE	0
KU576304	China	875	875	-	B	FALSE	0
KU576305	China	875	875	-	B	FALSE	0
KU576306	China	875	875	-	B	FALSE	0
KU576307	China	875	875	-	B	FALSE	0
KU576308	China	875	875	-	B	FALSE	0
KU576309	China	875	875	-	C	FALSE	0
KU576310	China	875	875	-	C	FALSE	0
KU576311	China	875	875	-	C	FALSE	0
KU576312	China	875	875	-	C	FALSE	0
KU576313	China	874	874	-	C	FALSE	0
KU576314	China	812	812	-	C	FALSE	0
KU576315	China	786	786	-	C	FALSE	0
KU576316	China	488	488	-	C/B	FALSE	0
KU576317	China	582	582	-	C	FALSE	0
KU576318	China	438	438	-	C	FALSE	0
KU576319	China	875	875	-	B	FALSE	0
KU576320	China	875	875	-	B	FALSE	0
KU576321	China	875	875	-	B	FALSE	0
KU576322	China	875	875	-	B	FALSE	0
KU576323	China	874	874	-	B	FALSE	0
KU576324	China	875	875	-	B	FALSE	0
KU576325	China	875	875	-	B	FALSE	0
KU576326	China	875	875	-	B	FALSE	0
KU576327	China	875	875	-	B	FALSE	0
KU576328	China	875	875	-	B	FALSE	0
KU576329	China	875	875	-	C	FALSE	0
KU576330	China	841	841	-	C	FALSE	0
KU576331	China	875	875	-	C	FALSE	0
KU576332	China	875	875	-	C	FALSE	0
KU576333	China	874	874	-	C	FALSE	0
KU576334	China	846	846	-	C	FALSE	0
KU576335	China	875	875	-	C	FALSE	0
KU576336	China	875	875	-	C	FALSE	0
KU576337	China	875	875	-	C	FALSE	0
KU576338	China	875	875	-	C	FALSE	0
KU576339	China	516	516	-	C	FALSE	0
KU576340	China	746	746	-	B/C	FALSE	0
KU576341	China	875	875	-	B	FALSE	0
KU576342	China	875	875	-	B	FALSE	0
KU576343	China	875	875	-	B	FALSE	0
KU576344	China	875	875	-	B	FALSE	0
KU576345	China	875	875	-	B	FALSE	0
KU576346	China	761	761	-	B	FALSE	0
KU576347	China	867	867	-	C	FALSE	91
KU576348	China	867	867	-	C	FALSE	91
KU576349	China	867	867	-	C	FALSE	91
KU576350	China	867	867	-	C	FALSE	91
KU576351	China	867	867	-	C	FALSE	91
KU576352	China	688	688	-	C	TRUE	0
KU576353	China	867	867	-	C	FALSE	91
KU576354	China	867	867	-	C	FALSE	91
KU576355	China	867	867	-	C	FALSE	91
KU576356	China	867	867	-	C	FALSE	91
KU576357	China	867	867	-	C	FALSE	91
KU576358	China	867	867	-	C	FALSE	91
KU576359	China	867	867	-	C	FALSE	91
KU576360	China	867	867	-	C	FALSE	91
KU576361	China	867	867	-	C	FALSE	91
KU576362	China	867	867	-	C	FALSE	91
KU576363	China	867	867	-	C	FALSE	91
KU576364	China	866	866	-	C	FALSE	91
KU576365	China	867	867	-	C	FALSE	91
KU576366	China	867	867	-	C	FALSE	91
KU576367	China	867	867	-	C	FALSE	91
KU576368	China	875	875	-	C	FALSE	0
KU576369	China	875	875	-	C	FALSE	0
KU576370	China	875	875	-	C	FALSE	0
KU576371	China	875	875	-	C	FALSE	0
KU576372	China	867	867	-	C	FALSE	91
KU576373	China	875	875	-	C	FALSE	0
KU576374	China	874	874	-	C	FALSE	0
KU576375	China	875	875	-	C	FALSE	0
KU576376	China	867	867	-	C	FALSE	91
KU576377	China	919	919	-	C	FALSE	143
KU576378	China	919	919	-	C	FALSE	143
KU576379	China	875	875	-	C	FALSE	0
KU576380	China	875	875	-	C	FALSE	0
KU576381	China	875	875	-	C	FALSE	0
KU576382	China	875	875	-	C	FALSE	0
KU576383	China	875	875	-	C	FALSE	0
KU576384	China	875	875	-	C	FALSE	0
KU576385	China	875	875	-	C	FALSE	0
KU576386	China	875	875	-	C	FALSE	0
KU576387	China	875	875	-	B	FALSE	0
KU576388	China	874	874	-	B	FALSE	0
KU576389	China	875	875	-	B	FALSE	0
KU576390	China	875	875	-	B	FALSE	0
KU576391	China	875	875	-	B	FALSE	0
KU576392	China	875	875	-	B	FALSE	0
KU576393	China	875	875	-	B	FALSE	0
KU576394	China	875	875	-	B	FALSE	0
KU576395	China	875	875	-	C	FALSE	0
KU576396	China	874	874	-	C	FALSE	0
KU576397	China	875	875	-	C	FALSE	0
KU576398	China	875	875	-	C	FALSE	0
KU576399	China	875	875	-	C	FALSE	0
KU576400	China	875	875	-	C	FALSE	0
KU576401	China	875	875	-	C	FALSE	0
KU576402	China	875	875	-	C	FALSE	0
KU576403	China	875	875	-	C	FALSE	0
KU576404	China	875	875	-	C	FALSE	0
KU576405	China	644	644	-	C	FALSE	0
KU576406	China	875	875	-	C	FALSE	0
KU576407	China	875	875	-	C	FALSE	0
KU576408	China	875	875	-	C	FALSE	0
KU576409	China	523	523	-	C	FALSE	0
KU576410	China	874	874	-	C	FALSE	0
KU576411	China	875	875	-	C	FALSE	0
KU576412	China	875	875	-	C	FALSE	0
KU576413	China	875	875	-	C	FALSE	0
KU576414	China	875	875	-	B	FALSE	0
KU576415	China	875	875	-	B	FALSE	0
KU576416	China	875	875	-	B	FALSE	0
KU576417	China	875	875	-	B	FALSE	0
KU576418	China	875	875	-	B	FALSE	0
KU576419	China	874	874	-	C	FALSE	0
KU576420	China	875	875	-	C	FALSE	0
KU576421	China	875	875	-	C	FALSE	0
KU576422	China	875	875	-	C	FALSE	0
KU576423	China	875	875	-	C	FALSE	0
KU576424	China	875	875	-	C	FALSE	0
KU576425	China	875	875	-	C	FALSE	0
KU576426	China	875	875	-	C	FALSE	0
KU576427	China	875	875	-	C	FALSE	0
KU576428	China	729	729	-	C	FALSE	0
KU576429	China	874	874	-	C	FALSE	0
KU576430	China	875	875	-	C	FALSE	0
KU576431	China	875	875	-	C	FALSE	0
KU576432	China	727	727	-	C	FALSE	0
KU576433	China	727	727	-	C	FALSE	0
KU576434	China	727	727	-	C	FALSE	0
KU576435	China	727	727	-	C	FALSE	0
KU576436	China	727	727	-	C	FALSE	0
KU576437	China	727	727	-	C	FALSE	0
KU576438	China	727	727	-	C	FALSE	0
KU576439	China	727	727	-	C	FALSE	0
KU576440	China	727	727	-	C	FALSE	0
KU576441	China	219	219	-	C	FALSE	0
KU576442	China	875	875	-	C	FALSE	0
KU576443	China	875	875	-	C	FALSE	0
KU576444	China	875	875	-	C	FALSE	0
KU576445	China	875	875	-	C	FALSE	0
KU576446	China	875	875	-	C	FALSE	0
KU576447	China	875	875	-	C	FALSE	0
KU576448	China	875	875	-	C	FALSE	0
KU576449	China	875	875	-	C	FALSE	0
KU576450	China	829	829	-	C	FALSE	0
KU576451	China	806	806	-	C	FALSE	0
KU576452	China	875	875	-	C	FALSE	0
KU576453	China	875	875	-	C	FALSE	0
KU576454	China	875	875	-	C	FALSE	0
KU576455	China	875	875	-	C	FALSE	0
KU576456	China	875	875	-	C	FALSE	0
KU576457	China	875	875	-	C	FALSE	0
KU576458	China	875	875	-	C	FALSE	0
KU576459	China	682	682	-	C	FALSE	0
KU576460	China	875	875	-	C	FALSE	0
KU576461	China	817	817	-	C	FALSE	0
KU576462	China	752	752	-	C	FALSE	0
KU576463	China	875	875	-	C	FALSE	0
KU576464	China	817	817	-	C	FALSE	0
KU576465	China	875	875	-	C	FALSE	0
KU576466	China	875	875	-	C	FALSE	0
KU576467	China	875	875	-	C	FALSE	0
KU576468	China	727	727	-	C	FALSE	0
KU576469	China	874	874	-	C	FALSE	0
KU576470	China	875	875	-	C/B	FALSE	0
KU576471	China	875	875	-	C	FALSE	0
KU576472	China	875	875	-	B	FALSE	0
KU576473	China	875	875	-	C	FALSE	0
KU576474	China	875	875	-	C	FALSE	0
KU576475	China	875	875	-	C	FALSE	0
KU576476	China	875	875	-	C	FALSE	0
KU576477	China	875	875	-	C	FALSE	0
KU576478	China	875	875	-	C	FALSE	0
KU576479	China	875	875	-	C	FALSE	0
KU576480	China	875	875	-	C	FALSE	0
KU576481	China	866	866	-	C	FALSE	0
KU576482	China	864	864	-	C	FALSE	0
KU576483	China	875	875	-	C	FALSE	0
KU576484	China	875	875	-	C	FALSE	0
KU576485	China	739	739	-	C	FALSE	0
KU576486	China	875	875	-	C	FALSE	0
KU576487	China	875	875	-	C	FALSE	0
KU576488	China	874	874	-	C	FALSE	0
KU576489	China	875	875	-	C	FALSE	0
KU576490	China	788	788	-	C	FALSE	0
KU576491	China	875	875	-	C	FALSE	0
KU576492	China	866	866	-	C	FALSE	0
KU576493	China	875	875	-	C	FALSE	0
KU576494	China	875	875	-	C	FALSE	0
KU576495	China	875	875	-	C	FALSE	0
KU576496	China	875	875	-	C	FALSE	0
KU576497	China	874	874	-	C	FALSE	0
KU576498	China	874	874	-	C	FALSE	0
KU576499	China	875	875	-	C	FALSE	0
KU576500	China	875	875	-	C	FALSE	0
KU576501	China	875	875	-	C	FALSE	0
KU576502	China	875	875	-	C	FALSE	0
KU576503	China	875	875	-	C	FALSE	0
KU576504	China	875	875	-	C	FALSE	0
KU576505	China	875	875	-	C	FALSE	0
KU576506	China	875	875	-	C	FALSE	0
KU576507	China	875	875	-	C	FALSE	0
KU576508	China	875	875	-	C	FALSE	0
KU576509	China	875	875	-	C	FALSE	0
KU576510	China	875	875	-	C	FALSE	0
KU576511	China	875	875	-	C	FALSE	0
KU576512	China	875	875	-	C	FALSE	0
KU576513	China	875	875	-	C	FALSE	0
KU576514	China	875	875	-	C	FALSE	0
KU576515	China	875	875	-	C	FALSE	0
KU576516	China	875	875	-	C	FALSE	0
KU576517	China	474	474	-	C	FALSE	0
KU576518	China	537	537	-	C	FALSE	350
KU576519	China	427	427	-	C	FALSE	0
KU576520	China	875	875	-	C	FALSE	0
KU576521	China	875	875	-	C	FALSE	0
KU576522	China	875	875	-	C	FALSE	0
KU576523	China	875	875	-	C	FALSE	0
KU576524	China	875	875	-	C	FALSE	0
KU576525	China	875	875	-	C	FALSE	0
KU576526	China	875	875	-	C	FALSE	0
KU576527	China	875	875	-	C	FALSE	0
KU576528	China	875	875	-	C	FALSE	0
KU576529	China	875	875	-	C	FALSE	0
KU576530	China	874	874	-	C	FALSE	0
KU576531	China	875	875	-	C	FALSE	0
KU576532	China	875	875	-	C	FALSE	0
KU576533	China	875	875	-	C	FALSE	0
KU576534	China	876	876	-	C	FALSE	0
KU576535	China	876	876	-	C	FALSE	0
KU576536	China	876	876	-	C	FALSE	0
KU576537	China	790	790	-	C	FALSE	0
KU576538	China	876	876	-	C	FALSE	0
KU576539	China	876	876	-	C	FALSE	0
KU576540	China	876	876	-	C	FALSE	0
KU576541	China	876	876	-	C	FALSE	0
KU576542	China	876	876	-	C	FALSE	0
KU576543	China	876	876	-	C	FALSE	0
KU576544	China	875	875	-	C	FALSE	0
KU576545	China	875	875	-	C	FALSE	0
KU576546	China	875	875	-	C	FALSE	0
KU576547	China	783	783	-	C	FALSE	0
KU576548	China	875	875	-	C	FALSE	0
KU576549	China	875	875	-	C	FALSE	0
KU576550	China	875	875	-	C	FALSE	0
KU576551	China	875	875	-	C	FALSE	0
KU576552	China	875	875	-	C	FALSE	0
KU576553	China	875	875	-	C	FALSE	0
KU576554	China	875	875	-	C	FALSE	0
KU576555	China	876	876	-	C	FALSE	0
KU576556	China	876	876	-	C	FALSE	0
KU576557	China	875	875	-	C	FALSE	0
KU576558	China	875	875	-	C	FALSE	0
KU576559	China	875	875	-	C	FALSE	0
KU576560	China	875	875	-	C	FALSE	0
KU576561	China	875	875	-	C	FALSE	0
KU576562	China	792	792	-	C	FALSE	0
KU576563	China	848	848	-	C	FALSE	0
KU576564	China	875	875	-	C	FALSE	0
KU576565	China	875	875	-	C	FALSE	0
KU576566	China	875	875	-	C	FALSE	0
KU576567	China	797	797	-	C	FALSE	0
KU576568	China	875	875	-	C	FALSE	0
KU576569	China	876	876	-	C	FALSE	0
KU576570	China	876	876	-	C	FALSE	0
KU576571	China	793	793	-	C	FALSE	0
KU576572	China	876	876	-	C	FALSE	0
KU576573	China	876	876	-	C	FALSE	0
KU576574	China	794	794	-	C	FALSE	0
KU576575	China	875	875	-	C	FALSE	0
KU576576	China	875	875	-	C	FALSE	0
KU576577	China	875	875	-	C	FALSE	0
KU576578	China	875	875	-	C	FALSE	0
KU576579	China	291	291	-	C/I	FALSE	0
KU576580	China	875	875	-	C	FALSE	0
KU576581	China	875	875	-	C	FALSE	0
